"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Seychelles","SYC","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","14","20","32","36","94","2930","14874","25570","9413","6017","6985","6206","6301",
"República Árabe Siria","SYR","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","7","28","26","24","44","110","227","323","386","686","1004","1773","2201",
"Islas Turcas y Caicos","TCA","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","8","10","28","31","30","33","28","28","29","30","29","31","34",
"Chad","TCD","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","2","2","5","5","9","7","11","21","22","16","24",
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europa y Asia central (BIRF y la AIF)","TEC","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","3","6","18","22","26","35","61","159","219","223","733","851",
"Tailandia","THA","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","753","1022","2095","2649","3555","4768","10103","40023","66225","97741","133183","153089","197003","215289",
"Tayikistán","TJK","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","6","9","15","14","43","51","178","249","663","880","1002","1022","1286",
"Turkmenistán","TKM","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","3","2","4","12","11","26","35","119","286","622","748","1022",
"América Latina y el Caribe (BIRF y la AIF)","TLA","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","3","7","11","14","15","37","49","119","160","290","333",
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","3","3","4","11","14","21","18","24","59","73","82","92",
"Asia meridional (BIRF y la AIF)","TSA","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"África al sur del Sahara (BIRF y la AIF)","TSS","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad y Tobago","TTO","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","82","142","181","236","369","412","402","391","436","476","477","549","586",
"Túnez","TUN","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","82","117","170","225","214","1045","2450","3657","3169","3882","4982","8963","9984",
"Turquía","TUR","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6245","8689","16733","20046","23067","28548","103855","271843","356867","453706","570108","652636","778926","843190",
"Tuvalu","TUV","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","3","6","5","5",
"Tanzanía","TZA","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","27","46","80","116","169","300","1241","1537","2268","2281","2254","2843","3503",
"Uganda","UGA","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","22","58","66","81","114","156","840","864","973","1573","1580","2075","2512",
"Ucrania","UKR","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","567","958","1866","2458","3382","6403","85755","177005","268976","349187","395092","422358","366041","373112",
"Ingreso mediano alto","UMC","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","197","285","386","537","635","1061","3793","5432","6262","6677","8463","15864","14749",
"Estados Unidos","USA","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","767662","930471","1205823","1360046","1633177","2039539","3694357","9863566","21517004","40706354","46678110","52122869","60194281","62879335",
"Uzbekistán","UZB","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","8","27","41","73","177","2221","6548","9193","15196","16044","20376","25630","29373",
"San Vicente y las Granadinas","VCT","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","6","10","7","10","13","21","18","10","10","14","20","23","17",
"Venezuela","VEN","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201","189","355","443","493","645","4421","8626","7956","6191","5531","4156","6048","6324",
"Islas Vírgenes Británicas","VGB","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","22","76","260","442","1111","634","10516","9856","4118","22408","67945","125022","77284",
"Islas Vírgenes (EE.UU.)","VIR","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","52","68","73","67","57","90","113","92","126","69","50","64","32",
"Viet Nam","VNM","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202","327","812","1286","1864","3033","26098","127584","169056","250511","302313","380561","469839","527482",
"Vanuatu","VUT","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","15","24","35","30","34","46","51","58","105","112","862","726","524",
"Mundo","WLD","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46647599","76389940","89189073","101460245","116112997","12484073",
"Samoa","WSM","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","7","12","14","15","25","29","58","105","93","102","123","122","134",
"Kosovo","XKX","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep. del","YEM","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","7","13","24","36","37","39","94","107","129","169","323","352","274",
"Sudáfrica","ZAF","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2667","4281","7539","9298","12102","15107","51575","537554","695336","840493","855339","987583","935049","934721",
"Zambia","ZMB","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","13","28","45","63","90","145","714","715","648","745","869","1004","1139",
"Zimbabwe","ZWE","Servidores de Internet seguros","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","47","64","108","162","194","435","673","991","1107","1199","1255","1460",
